iteration          time             xO2              xO              xN             xCO             xCN             xC3          xE(s1)          xC(b1)
     9075    4.5375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9100    4.5500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9125    4.5625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9150    4.5750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9175    4.5875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9200    4.6000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9225    4.6125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9250    4.6250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9275    4.6375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9300    4.6500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9325    4.6625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9350    4.6750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9375    4.6875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9400    4.7000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9425    4.7125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9450    4.7250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9475    4.7375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9500    4.7500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9525    4.7625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9550    4.7750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9575    4.7875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9600    4.8000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9625    4.8125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9650    4.8250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9675    4.8375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9700    4.8500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9725    4.8625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9750    4.8750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9775    4.8875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9800    4.9000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9825    4.9125E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9850    4.9250E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9875    4.9375E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9900    4.9500E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9925    4.9625E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9950    4.9750E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
     9975    4.9875E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
    10000    5.0000E-01    1.000000E-20    1.000000E-20    1.000000E-20    2.525705E-02    4.750731E-02    1.154749E+00    7.500000E-06    1.000000E+00
